alpha,10000,20000,30000,40000,50000,60000,65000,70000,75000
-20,0.2584,0.26648,0.24713,0.24647,0.25203,0.2039,0.20449,0.19215,0.24239
-19,0.24211,0.27928,0.23634,0.23518,0.23174,0.20121,0.19396,0.19412,0.24271
-18,0.22393,0.24152,0.22805,0.22079,0.22196,0.18521,0.19208,0.19609,0.21655
-17,0.2018,0.22695,0.21209,0.21085,0.20652,0.18135,0.1757,0.17486,0.20438
-16,0.17278,0.24769,0.20028,0.20104,0.20382,0.16764,0.17472,0.17188,0.2027
-15,0.15987,0.19911,0.18961,0.18605,0.18253,0.16901,0.15903,0.15817,0.17764
-14,0.14714,0.18294,0.17363,0.17546,0.16833,0.17572,0.1605,0.15273,0.17254
-13,0.13459,0.17572,0.1631,0.15884,0.15569,0.15632,0.14497,0.1394,0.15133
-12,0.12224,0.15503,0.1493,0.14575,0.14327,0.14351,0.13189,0.1285,0.1455
-11,0.11019,0.14471,0.13462,0.13278,0.13372,0.13101,0.11956,0.12067,0.1292
-10,0.09856,0.12576,0.12205,0.1216,0.1191,0.12126,0.10994,0.1074,0.11399
-9,0.08754,0.08169,0.11015,0.11055,0.10674,0.10581,0.09348,0.10194,0.10239
-8,0.07731,0.07098,0.09597,0.09796,0.09526,0.09398,0.08407,0.09209,0.09349
-7,0.06803,0.06127,0.05775,0.08639,0.08538,0.08302,0.08257,0.07991,0.07905
-6,0.05978,0.05511,0.04911,0.04737,0.0738,0.0716,0.07035,0.06722,0.06608
-5,0.05259,0.05993,0.05723,0.03994,0.06303,0.06071,0.0592,0.05512,0.05358
-4,0.04645,0.05531,0.0423,0.04393,0.03828,0.04348,0.04231,0.02718,0.02626
-3,0.04117,0.04273,0.0329,0.03196,0.03983,0.02625,0.02542,0.02291,0.0223
-2,0.03623,0.03224,0.02749,0.02586,0.02416,0.02288,0.02228,0.0208,0.02029
-1,0.03767,0.02897,0.02483,0.02556,0.025406667,0.0201,0.01967,0.0193,0.01898
0,0.03977,0.03147,0.02733,0.02526,0.026653333,0.02301,0.02265,0.0221,0.02145
1,0.04266,0.03493,0.03085,0.02902,0.0279,0.02715,0.02687,0.02416,0.02295
2,0.04652,0.03955,0.03555,0.03398,0.03306,0.03251,0.03177,0.02488,0.02275
3,0.05151,0.0454,0.04147,0.04016,0.03944,0.0361,0.03289,0.0224,0.02074
4,0.05785,0.05269,0.04873,0.04758,0.04349,0.0331,0.02844,0.0206,0.01935
5,0.06592,0.06181,0.05502,0.05016,0.02656,0.02247,0.02128,0.0201,0.01949
6,0.07648,0.07448,0.03853,0.03798,0.03628,0.03407,0.03301,0.02971,0.02915
7,0.09062,0.09145,0.05446,0.05505,0.05149,0.04826,0.04667,0.04037,0.03931
8,0.10707,0.10848,0.07305,0.0771,0.07237,0.06994,0.06807,0.0543,0.0542
9,0.12426,0.12628,0.0953,0.11267,0.12496,0.12968,0.10704,0.06612,0.07402
10,0.142,0.14864,0.13063,0.15653,0.14122,0.14815,0.14601,0.08558,0.08428
11,0.15994,0.21278,0.17183,0.1747,0.15647,0.16499,0.16391,0.11936,0.12537
12,0.1778,0.19837,0.19116,0.18754,0.16517,0.18391,0.18084,0.15814,0.1593
13,0.19545,0.21398,0.20587,0.20315,0.17747,0.19928,0.19718,0.17069,0.17115
14,0.21291,0.23049,0.22212,0.2177,0.19091,0.21507,0.21453,0.18885,0.18218
15,0.23026,0.24882,0.2343,0.23218,0.19903,0.2297,0.23188,0.20081,0.19449
16,0.25384,0.28552,0.24888,0.24644,0.21108,0.24273,0.2424,0.21355,0.20692
17,0.26907,0.29098,0.26234,0.26651,0.22284,0.25717,0.25673,0.22526,0.21932
18,0.28646,0.30218,0.27805,0.27464,0.23562,0.27103,0.27192,0.23276,0.23292
19,0.29961,0.35573,0.28914,0.28779,0.24927,0.28488,0.29231,0.24531,0.25319
20,0.31432,0.33999,0.30266,0.30087,0.26115,0.30052,0.29854,0.26209,0.25817
