alpha,1000,5000,10000,50000,100000,200000,500000,1000000
-20,-0.0106,0.0242,0.0423,0.0196,0.0174,0.0187,0.439940874,-0.0347
-19,-0.0147,0.0166,0.036,0.0136,0.0115,0.0107,-0.0411,-0.0483
-18,-0.0187,0.0093,0.0279,0.0076,0.0043,0.0022,-0.0569,-0.0616
-17,-0.0224,0.0024,0.0139,0.0017,-0.0027,-0.006,-0.0686,-0.0715
-16,-0.026,-0.0042,-0.0018,-0.0039,-0.01,-0.0153,-0.074,-0.076
-15,-0.0292,-0.0105,-0.0081,-0.0093,-0.0164,-0.0236,-0.0775,-0.0735
-14,-0.0322,-0.0163,-0.014,-0.0121,-0.0218,-0.0797,-0.0756,-0.0619
-13,-0.0348,-0.0217,-0.0194,-0.0147,-0.0268,-0.0694,-0.0664,-0.0469
-12,-0.0371,-0.0267,-0.0244,-0.0164,-0.0324,-0.0577,-0.0469,-0.0513
-11,-0.039,-0.0312,-0.029,-0.017,-0.0647,-0.0447,-0.0406,-0.0551
-10,-0.0404,-0.0351,-0.033,-0.0161,-0.0465,-0.0341,-0.0462,-0.0601
-9,-0.0411,-0.0386,-0.0366,-0.0142,-0.0326,-0.0261,-0.0522,-0.0606
-8,-0.0412,-0.0413,-0.0396,-0.0088,-0.0242,-0.0287,-0.0593,-0.0587
-7,-0.0404,-0.0432,-0.0419,-0.0042,-0.018,-0.0375,-0.061,-0.0569
-6,-0.0386,-0.044,-0.0432,0.0029,-0.0136,-0.0471,-0.0601,-0.0557
-5,-0.0356,-0.043,-0.0429,-0.0057,-0.0231,-0.0534,-0.0582,-0.0547
-4,-0.0315,-0.0396,-0.0404,-0.0023,-0.0337,-0.0587,-0.0566,-0.0539
-3,-0.0266,-0.0334,-0.0347,0.0024,-0.0417,-0.0584,-0.0552,-0.0532
-2,-0.0214,-0.0244,-0.0251,0.0096,-0.0461,-0.0558,-0.0537,-0.0524
-1,-0.016,-0.015,-0.0133,0.0259,-0.0442,-0.0517,-0.0518,-0.0516
0,-0.0108,-0.0075,-0.0048,-0.0015,-0.0506,-0.0472,-0.0497,-0.0506
1,-0.006,-0.0024,-0.0004,-0.0012,-0.0739,-0.0451,-0.0472,-0.0496
2,-0.0018,0.0008,0.0016,-0.0023,-0.0779,-0.0539,-0.0442,-0.0483
3,0.0018,0.0027,0.0022,-0.0039,-0.072,-0.0701,-0.0439,-0.0464
4,0.0048,0.0034,0.0019,-0.0164,-0.0665,-0.0663,-0.0518,-0.0445
5,0.0071,0.0031,0.0006,-0.0289,-0.0601,-0.0602,-0.0633,-0.0483
6,0.0087,0.002,-0.0013,-0.0362,-0.0541,-0.0537,-0.0565,-0.0561
7,0.0097,0.0001,-0.0039,-0.0389,-0.0481,-0.0464,-0.0492,-0.0549
8,0.01,-0.0025,-0.0071,-0.0406,-0.0411,-0.039,-0.042,-0.0469
9,0.0097,-0.0058,-0.0108,-0.0439,-0.0331,-0.0306,-0.0352,-0.0403
10,0.0089,-0.0099,-0.0152,-0.0429,-0.0239,-0.0205,-0.027,-0.0332
11,0.0074,-0.0146,-0.0202,-0.0432,-0.0129,-0.0115,-0.0198,-0.0265
12,0.0054,-0.0199,-0.0257,-0.0453,-0.0044,-0.004,-0.0129,-0.0202
13,0.0029,-0.0259,-0.0318,-0.0459,0.0028,0.0015,-0.0074,-0.0144
14,0,-0.0323,-0.0383,-0.0484,0.0082,0.0052,-0.0031,-0.0092
15,-0.0033,-0.0393,-0.0453,-0.0516,0.0125,0.0076,-0.0006,-0.0051
16,-0.007,-0.0466,-0.0526,-0.0561,0.0155,0.009,-0.0002,-0.0026
17,-0.0109,-0.0542,-0.065,-0.0611,0.0089,0.0092,-0.0017,-0.0018
18,-0.015,-0.0622,-0.0803,-0.0655,-0.0259,0.0075,-0.0046,-0.003
19,-0.0194,-0.0704,-0.0888,-0.0727,-0.0292,0.0041,-0.0088,-0.0061
20,-0.0239,-0.0788,-0.0974,-0.0796,-0.0332,0.0008,-0.0139,-0.0113
