r/R,Contour file,Aero file
0,NACA2416.csv,lift_1.csv
0.1,NACA2416.csv,lift_1.csv
0.2,A18.csv,lift_1.csv
0.3,A18.csv,lift_1.csv
0.4,A18.csv,lift_1.csv
0.5,A18.csv,lift_1.csv
0.6,A18.csv,lift_1.csv
0.7,A18.csv,lift_1.csv
0.8,A18.csv,lift_1.csv
0.9,A18.csv,lift_1.csv
0.97,A18.csv,lift_1.csv
1,A18.csv,lift_1.csv
