r/R,Contour file,Aero file
0,NACA0012.csv,naca0012_29782.csv
0.2,NACA0012.csv,naca0012_29782.csv
0.3,NACA0012.csv,naca0012_44673.csv
0.4,NACA0012.csv,naca0012_59565.csv
0.5,NACA0012.csv,naca0012_74456.csv
0.6,NACA0012.csv,naca0012_89349.csv
0.7,NACA0012.csv,naca0012_104238.csv
0.8,NACA0012.csv,naca0012_119129.csv
0.9,NACA0012.csv,naca0012_134020.csv
1,NACA0012.csv,naca0012_148911.csv
